ID,Brand,Title,Category,Expired Date,Days Expired,Created Date,Code,Link,Description
3558092,"Road Angel","Road Angel - Car Stereo With 6.75"" Touch Screen Display, Bluetooth | Wireless Android Auto & Apple Car Play. Save 33% in our Black Friday Sale!",Automotive,04/12/2025,5,14/11/2025,"","https://www.awin1.com/cread.php?awinmid=37008&awinaffid=1822416&ued=https%3A%2F%2Fwww.roadangelgroup.com%2Fproducts%2Fnew-ra-x622bt-car-stereo","Advanced iOS/Android compatibility, stream music, podcasts take HANDSFREE calls and much more!"
3558120,"Road Angel","Road Angel - Car Stereo With 6.2"" Touch Screen Display, Bluetooth | Android Auto & Apple Car Play. 53% off in our Black Friday Sale!",Automotive,04/12/2025,5,14/11/2025,"","https://www.awin1.com/cread.php?awinmid=37008&awinaffid=1822416&ued=https%3A%2F%2Fwww.roadangelgroup.com%2Fproducts%2Fra-x721dab","Advanced iOS/Android compatibility, stream music, podcasts take HANDSFREE calls and much more"
3558166,"Road Angel","Road Angel - Car Stereo With 6.75"" Touch Screen Display, DAB+ Bluetooth | Wireless Android Auto & Apple Car Play. 50% off in our Black Friday Sale!",Automotive,04/12/2025,5,14/11/2025,"","https://www.awin1.com/cread.php?awinmid=37008&awinaffid=1822416&ued=https%3A%2F%2Fwww.roadangelgroup.com%2Fproducts%2Fnew-ra-x722dab-car-stereo-with-6-75-touch-screen-display-bluetooth-wireless-android-auto-apple-car-play","Advanced iOS/Android compatibility, stream music, podcasts take HANDSFREE calls and much more. A hub of connectivity, all displayed on a bright and brilliant 7” capacitive touchscreen"
3560664,"Road Angel","Shop Road Angel Black Friday deals! Whether you’re after a dash cam, a speed camera detector, or a car stereo, now’s the perfect time to upgrade for less!",Automotive,04/12/2025,5,14/11/2025,"","https://www.awin1.com/cread.php?awinmid=37008&awinaffid=1822416&ued=https%3A%2F%2Fwww.roadangelgroup.com%2Fcollections%2Fblack-friday-2025","Discover Black Friday deals on dash cams and more all designed to keep you safe, connected, and in control on the road. Hurry – these Black Friday deals won’t last long!"
3583034,"Grown Alchemist (UK)","Black Friday 25% off + 5-piece free gift",Health & Beauty,03/12/2025,5,22/11/2025,"","https://www.awin1.com/cread.php?awinmid=37558&awinaffid=1822416&ued=https%3A%2F%2Fgrownalchemist.com%2Fen-gb","When you spend £80"
3599146,"Stylevana UK","Enjoy Free gift on your first Brand Purchase",Health & Beauty,03/12/2025,6,28/11/2025,"","https://www.awin1.com/cread.php?awinmid=106621&awinaffid=1822416&ued=https%3A%2F%2Fwww.stylevana.com%2Fen_GB%2Fpromotion%2Ffirst-brand-purchase.html","Enjoy Free gift on your first ANUA/ Abib/ Pyunkang Yul/ EQQUALBERRY/ SKIN1004 Purchase"
3598460,"Stylevana UK","Black Friday Deal",Health & Beauty,03/12/2025,6,28/11/2025,"","https://www.awin1.com/cread.php?awinmid=106621&awinaffid=1822416&ued=https%3A%2F%2Fwww.stylevana.com%2Fen_GB%2Fvana-big-deal","Black Friday Deal - Up to 65% off on trending items"
3598444,"Stylevana UK","Cyber Monday",Health & Beauty,03/12/2025,6,01/12/2025,"SVCMD","https://www.awin1.com/cread.php?awinmid=106621&awinaffid=1822416&ued=https%3A%2F%2Fwww.stylevana.com%2Fen_GB%2F","Up to 50% OFF + Use code for EXTRA 18% off £59+"
3596062,"Converse UK","One last chance - Get Cyber Monday deals with up to 40% (almost) everything and 30% off custom.",Shoes,03/12/2025,6,01/12/2025,"","https://www.awin1.com/cread.php?awinmid=7826&awinaffid=1822416&ued=https%3A%2F%2Fwww.converse.com%2Fuk","One last chance - Get Cyber Monday deals with up to 40% (almost) everything and 30% off custom."
3585904,"Pure Beauty","25% Off Dermalogica Skin Smoothing Cream (100ml)",Health & Beauty,03/12/2025,6,26/11/2025,"","https://www.awin1.com/cread.php?awinmid=27882&awinaffid=1822416&ued=https%3A%2F%2Fwww.pure-beauty.co.uk%2Fproducts%2Fdermalogica-skin-smoothing-cream-100ml%2F","25% Off Dermalogica Skin Smoothing Cream (100ml)"
3585908,"Pure Beauty","25% Off Dermalogica Multivitamin Power Recovery Cream (50ml)",Health & Beauty,03/12/2025,6,26/11/2025,"","https://www.awin1.com/cread.php?awinmid=27882&awinaffid=1822416&ued=https%3A%2F%2Fwww.pure-beauty.co.uk%2Fproducts%2Fdermalogica-multivitamin-power-recovery-cream-50ml%2F","25% Off Dermalogica Multivitamin Power Recovery Cream (50ml)"
3552336,"Reliant","Win a trip to the Olympic Winter Games with TCL",Audio Visual,03/12/2025,6,12/11/2025,"","https://www.awin1.com/cread.php?awinmid=47977&awinaffid=1822416&ued=https%3A%2F%2Fwww.reliant.co.uk%2Ftcl%2Ftelevisions","Buy any TCL TV between 27th October 2025 and 3rd December 2025. The size of the TV determines the number of entries you get!     Submit your entry between 27th October - 16th December."
3569820,"Resident Hotels","Black Friday 2025",Hotels & Accommodation,03/12/2025,6,19/11/2025,"","https://www.awin1.com/cread.php?awinmid=23626&awinaffid=1822416&ued=https%3A%2F%2Fwww.residenthotels.com%2Foffers%2F%3Futm_source%3Daffiliates%26utm_medium%3Dawin%26utm_campaign%3Dblack-friday","Book dates: 18th November to midnight the 2nd of December 2025  Stay dates for all will be until the end of October 2026     Liverpool, Edinburgh, Covent Garden, Soho, and Victoria  30% off EARLY for "
3463575,"Appliance City","Hisense: 5 Year Warranty",White Goods,03/12/2025,6,08/10/2025,"","https://www.awin1.com/cread.php?awinmid=797&awinaffid=1822416&ued=https%3A%2F%2Fwww.appliancecity.co.uk%2Fpromotion%2Fhisense-5yrw-laundry-oct25%2F","Purchase a qualifying Hisense 7S or 5S laundry appliance and register with Hisense to receive an extra 3 years in addition to the current 2 year manufacturers warranty."
3488546,"Lakeland Fashion","Black Friday 2025",Clothing,03/12/2025,6,12/11/2025,"","https://www.awin1.com/cread.php?awinmid=26373&awinaffid=1822416&campaign=Black+Friday&ued=https%3A%2F%2Fwww.lakelandleather.co.uk%2Fsale","Black Friday Sale"
